StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,participation,gender,age,"education ",occupation,city_size,license,duration_license,car_ownership,car_type,km_per year,frequency,companionship,preferences_mobility_1,preferences_mobility_2,preferences_mobility_3,preferences_mobility_8,preferences_mobility_4,preferences_mobility_5,preferences_mobility_6,preferences_mobility_7,preferences_mobility_7_TEXT,prior_knowledge,experience,evaluation_1,evaluation_2,evaluation_3,evaluation_4,evaluation_why_1,evaluation_why_2,evaluation_why_3,evaluation_why_4,evaluation_why_5,evaluation_why_6,evaluation_why_n_1,evaluation_why_n_2,evaluation_why_n_3,evaluation_why_n_4,evaluation_why_n_5,car_choice,concern_dest_n,impact_dest_n,prob_dest_n,concern_charging_n,impact_charging_n,prob_charging_n,concern_time,impact_time,prob_time,concern_accident,impact_accident,prob_accident,concern_price_n,impact_price_n,prob_price_n,concern_support_n,impact_support_n,prob_support_n,worry_ev_1,worry_ev_2,worry_ev_3,worry_ev_4,worry_ev_5,worry_ev_6,worry_ev_6_TEXT,control_question,n_control_reading,control_neutral,driving_climate_1,driving_climate_2,driving_climate_3,driving_climate_4,ev_attitude_1,ev_attitude_2,ev_attitude_3,personality_1,personality_2,personality_3,personality_4,tech_interaction_1,tech_interaction_2,tech_interaction_3,tech_interaction_4,tech_interaction_5,tech_interaction_6,tech_interaction_7,tech_interaction_8,tech_interaction_9,2concern_dest_n,2impact_dest,2prob_dest,2concern_charging_n,2impact_charging_n,2prob_charging_n,2concern_time,2impact_time,2prob_time,2concern_accident,2impact_accident,2prob_accident,2concern_price_n,2impact_price_n,2prob_price_n,2concern_support_n,2impact_support_n,2prob_support_n,2worry_ev_1,2worry_ev_2,2worry_ev_3,2worry_ev_4,2worry_ev_5,2worry_ev_6,2worry_ev_6_TEXT,SC0,diggi
2023-06-16 08:12:42,2023-06-16 08:42:55,0,80.139.8.167,100,1812,1,2023-06-16 08:42:55,R_3nilKzWSJKWiIjf,,,,,50.8046,11.5947,anonymous,DE,1,2,56,4,4,4,"1,2,3",4,1,1,5,1,2,6,3,1,2,4,7,5,8,,2,3,4,4,2,2,4,5,5,5,3,2,3,2,2,1,2,1,1,2,2,2,1,2,2,2,3,2,2,7,4,3,6,3,3,6,1,3,2,5,4,6,,,1,,6,1,5,1,1,1,1,1,4,5,1,5,5,2,5,5,2,4,3,4,1,2,2,2,2,2,2,2,6,2,3,2,2,3,6,4,3,6,1,2,3,5,4,6,,,aw
2023-06-16 09:23:34,2023-06-16 09:39:41,0,134.130.173.109,100,967,1,2023-06-16 09:39:42,R_1Lb1Q0orgnWlAaj,,,,,50.7479,6.0485,anonymous,DE,1,1,26,5,3,4,1,3,2,,2,4,2,1,3,2,4,5,7,6,8,,4,4,5,4,1,2,5,3,3,4,4,2,5,2,2,2,4,3,4,4,5,4,3,3,4,3,5,4,4,2,4,2,6,4,3,3,4,1,3,5,2,6,,,1,,4,3,2,5,2,2,3,2,2,4,4,5,5,2,4,5,3,4,4,4,4,3,5,4,4,5,4,4,5,3,4,6,4,4,6,4,4,6,4,1,5,2,3,6,,,ds
2023-06-16 11:29:49,2023-06-16 11:43:03,0,84.118.159.41,100,793,1,2023-06-16 11:43:03,R_1opB3eoyeWKvIZO,,,,,51.0328,7.0524,anonymous,DE,1,1,21,4,3,4,1,2,3,,3,1,1,3,2,7,6,5,4,1,8,,3,2,5,2,2,1,5,3,5,1,6,1,5,3,1,6,4,2,1,4,1,1,4,1,4,4,5,2,3,2,3,4,3,4,5,3,4,2,3,5,1,6,,1,,,6,1,4,2,1,1,1,4,3,4,2,3,4,5,4,3,5,3,4,4,1,4,1,1,4,1,4,4,5,2,3,1,3,4,3,3,4,2,4,2,3,5,1,6,,,ds
2023-06-16 11:26:46,2023-06-16 11:45:41,0,2.247.251.2,100,1135,1,2023-06-16 11:45:42,R_3gUvczjdcNGTjlT,,,,,51.2993,9.491,anonymous,DE,1,1,24,5,3,4,1,3,1,2,2,3,1,5,3,7,6,4,1,2,8,,3,5,6,6,1,1,6,5,3,4,5,1,2,1,1,1,1,5,3,4,2,3,4,1,3,2,5,1,5,1,1,2,4,2,2,6,3,1,4,5,2,6,,1,,,6,1,6,1,1,1,2,2,5,6,3,5,5,2,4,4,3,4,3,5,1,4,1,3,3,1,3,3,2,1,2,1,1,2,4,2,2,3,1,3,4,5,2,6,,,ds
2023-06-16 11:49:34,2023-06-16 12:00:43,0,95.223.45.51,100,669,1,2023-06-16 12:00:45,R_1DuPcg8RbUjBl96,,,,,50.7599,6.0953,anonymous,DE,1,2,26,4,3,4,1,3,1,2,3,2,2,5,3,4,6,1,2,7,8,,2,3,5,4,2,1,4,5,5,4,4,1,3,3,1,5,5,3,4,3,3,4,4,3,3,2,5,2,4,2,3,4,6,4,5,6,1,3,2,5,4,6,,,1,,6,3,5,1,1,1,1,4,4,5,3,4,4,2,3,3,4,3,5,4,3,2,3,3,4,3,3,4,3,3,4,2,3,4,6,4,4,6,1,2,3,4,5,6,,,ds
2023-06-16 11:42:20,2023-06-16 12:10:39,0,77.191.24.137,100,1699,1,2023-06-16 12:10:41,R_OCfRbHBWYbB9ylX,,,,,52.5042,13.4395,anonymous,DE,1,1,48,3,4,1,"1,2",4,1,4,3,2,2,1,4,8,3,7,6,2,5,"Bahn ",3,1,3,3,1,2,2,2,2,2,2,2,4,5,2,4,4,3,1,4,3,5,6,3,3,3,6,1,5,2,4,4,3,4,4,6,,,,,,,,,,1,4,3,4,2,2,1,2,2,3,4,2,3,3,5,3,2,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,aw
2023-06-16 12:08:22,2023-06-16 12:19:48,0,88.130.51.12,100,686,1,2023-06-16 12:19:50,R_2DNwlkUi87O4Rkl,,,,,50.9218,6.947,anonymous,DE,1,1,24,5,3,3,1,3,1,2,1,3,1,4,2,7,6,5,3,1,8,,2,3,6,4,4,1,6,6,1,1,3,1,4,2,1,3,2,2,4,5,3,4,5,5,5,3,6,1,6,1,2,3,2,3,3,3,4,2,1,5,3,6,,1,,,6,2,5,1,1,1,1,4,5,4,4,3,4,4,4,3,5,2,5,4,1,5,1,1,4,1,1,2,2,2,5,2,1,3,1,1,2,1,4,2,1,5,3,6,,,if
2023-06-16 11:19:41,2023-06-16 12:43:24,0,89.1.59.87,100,5022,1,2023-06-16 12:43:25,R_24OBl99g7Ue7KKF,,,,,50.939,6.9644,anonymous,DE,1,2,29,5,4,5,"1,2",4,3,,2,2,1,3,1,7,8,5,4,2,6,Motorrad,2,3,5,5,2,1,4,4,4,2,4,1,4,5,2,2,4,3,1,4,1,4,2,5,4,3,5,2,6,1,3,2,2,3,2,1,3,2,1,5,4,6,,,,1,5,2,5,2,1,1,2,5,2,3,4,6,6,2,6,6,1,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-16 13:02:32,2023-06-16 13:13:26,0,89.1.213.222,100,654,1,2023-06-16 13:13:27,R_5iorCSPlKAQyMNP,,,,,50.8623,6.9483,anonymous,DE,1,2,25,5,5,3,1,3,3,,2,2,1,2,1,5,3,4,7,6,8,,4,3,6,6,1,1,4,6,4,1,5,1,1,1,2,1,6,3,4,5,5,3,6,6,5,4,7,1,6,1,6,5,5,4,5,4,1,2,3,5,4,6,,,1,,5,1,5,1,1,1,1,4,6,5,3,4,4,4,1,1,6,3,6,4,3,4,3,4,5,3,5,4,5,1,6,1,6,5,5,6,5,5,1,2,3,5,4,6,,,ds
2023-06-16 13:36:16,2023-06-16 13:59:49,0,109.43.48.253,100,1412,1,2023-06-16 13:59:49,R_2TY1FvZNnFCpxCm,,,,,48.1663,11.5683,anonymous,DE,1,2,48,3,4,5,1,4,1,2,4,1,3,5,7,6,2,3,1,4,8,,2,5,4,3,3,3,4,3,2,2,3,2,3,4,2,3,4,4,2,2,1,2,4,3,3,2,7,3,5,7,3,3,3,1,3,1,6,5,3,2,4,1,Umweltverschmutzung bei Batteieprodoktion und Entsorgung,,,1,6,1,2,2,2,2,1,2,2,2,2,5,5,2,5,5,2,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,aw
2023-06-16 13:51:37,2023-06-16 14:11:11,0,89.1.213.222,100,1173,1,2023-06-16 14:11:12,R_3plR3z7DOT0tpyh,,,,,50.8623,6.9483,anonymous,DE,1,2,52,3,6,3,"1,2",4,1,3,2,2,2,3,1,6,5,4,8,2,7,"Flugzeug ",2,1,6,6,1,1,6,6,6,6,6,1,1,1,1,1,4,1,1,3,1,1,5,2,1,1,3,2,2,1,1,5,1,3,5,1,1,4,2,5,3,6,Keine,1,,,5,2,4,3,1,1,3,4,4,3,4,3,3,4,3,3,5,3,5,4,1,2,1,2,5,1,1,1,2,2,2,1,2,5,2,3,5,2,1,4,2,5,3,6,Keine,,ds
2023-06-16 14:25:04,2023-06-16 14:37:48,0,62.155.201.168,100,764,1,2023-06-16 14:37:49,R_1CkaYg7RzjazNm6,,,,,50.7745,6.0861,anonymous,DE,1,2,37,5,4,4,"1,2",4,1,3,4,1,2,4,1,5,6,7,3,2,8,,1,1,6,6,2,1,6,6,6,5,5,1,1,1,1,1,2,1,1,4,1,1,2,2,2,2,2,1,5,1,3,5,3,2,4,2,2,3,5,6,4,1,Batterientsorgung (Umweltbelastung),,,1,2,4,2,5,1,1,1,2,2,5,2,6,6,6,6,6,2,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-16 14:24:47,2023-06-16 14:41:46,0,87.150.113.103,100,1018,1,2023-06-16 14:41:47,R_DkjI2eejzUlZ7YR,,,,,52.5457,13.3651,anonymous,DE,1,1,23,5,3,5,1,3,3,,6,3,2,2,4,8,7,6,3,5,1,Carsharing-Auto,3,3,4,4,2,1,2,4,1,2,2,1,5,5,2,4,5,3,4,4,3,3,5,3,5,4,7,3,6,7,5,4,4,6,5,4,2,4,5,6,3,1,Beschaffung des Materials und das Material selbst,,1,,4,3,3,3,2,4,1,4,3,2,4,4,4,2,3,3,4,3,4,3,4,4,5,5,6,2,5,5,7,3,6,2,4,5,4,5,5,4,4,2,5,6,3,1,"Anschaffung des Materials und das Material selbst ",,aw
2023-06-16 14:13:39,2023-06-16 14:42:16,0,83.135.243.195,100,1716,1,2023-06-16 14:42:17,R_3Ny5udkiuOGYc0b,,,,,50.7793,6.2154,anonymous,DE,1,1,55,4,8,3,1,4,1,2,1,2,1,5,3,7,6,1,4,2,8,,3,5,5,5,2,2,5,4,5,3,3,2,2,5,2,2,5,2,1,3,2,3,3,3,3,2,5,3,5,7,3,3,3,3,3,3,1,2,4,5,3,6,,,1,,6,1,4,2,3,2,2,4,5,3,4,4,4,3,4,4,3,4,3,4,2,3,3,3,3,3,4,3,5,3,5,6,3,3,3,4,3,3,1,2,3,5,4,6,,,ds
2023-06-16 14:40:53,2023-06-16 14:59:02,0,80.187.72.217,100,1089,1,2023-06-16 14:59:03,R_1i56ape93JvGihX,,,,,51.4444,7.0114,anonymous,DE,1,2,45,4,4,3,"1,2,3",4,1,3,3,1,1,2,1,6,5,7,3,4,8,,1,1,6,6,2,1,5,6,5,5,4,1,1,1,1,1,3,1,1,5,1,1,5,1,2,2,3,1,2,1,3,2,2,2,2,2,1,3,4,5,2,6,,1,,,3,5,3,4,1,1,1,2,2,2,1,6,6,2,6,6,1,6,1,6,1,4,1,1,2,1,2,2,6,1,2,1,2,2,2,2,2,2,1,2,4,5,3,6,,,ds
2023-06-16 15:07:41,2023-06-16 15:08:42,0,109.42.113.117,100,60,1,2023-06-16 15:08:43,R_2sRpYl43qiPESE3,,,,,52.3959,9.724,anonymous,DE,1,2,25,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-16 15:13:11,2023-06-16 15:23:32,0,109.42.177.50,100,621,1,2023-06-16 15:23:33,R_rjQ961YlHlz5XVv,,,,,51.4199,6.7978,anonymous,DE,1,2,44,4,4,4,1,4,1,3,5,1,1,3,1,7,6,5,4,2,8,,1,1,6,6,1,1,6,6,6,6,6,1,3,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,5,1,3,3,2,3,2,3,4,2,3,5,1,6,,,,1,6,4,4,2,1,1,1,1,4,4,2,5,5,1,5,6,1,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-16 15:10:20,2023-06-16 15:24:58,0,109.42.113.117,100,877,1,2023-06-16 15:24:58,R_2VkJc7GOWtMGlp7,,,,,52.3959,9.724,anonymous,DE,1,2,25,5,3,4,1,2,3,,2,3,1,6,2,5,7,4,1,3,8,,3,5,5,5,2,2,6,4,4,4,5,2,4,2,1,3,4,1,3,4,2,4,3,3,3,3,3,2,3,2,3,3,3,3,2,1,3,1,2,5,4,6,,1,,,5,3,5,2,1,1,1,4,5,4,5,3,4,5,3,4,4,3,5,4,2,3,2,2,3,2,3,3,3,2,4,2,2,3,2,2,3,2,4,1,2,5,3,6,,,ds
2023-06-16 15:41:07,2023-06-16 15:55:44,0,94.114.51.157,100,877,1,2023-06-16 15:55:45,R_3MDmeEIUo4JvHIs,,,,,50.7745,6.0861,anonymous,DE,1,2,62,5,4,3,"1,2",4,1,3,4,2,1,6,2,3,1,7,5,4,8,,2,1,6,6,1,1,6,6,6,6,6,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,1,4,2,1,2,3,4,5,6,1,Batteriewechsel im höheren Alter,,,1,6,1,3,5,1,1,1,2,5,5,2,6,6,2,5,4,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-16 15:24:42,2023-06-16 16:27:28,0,80.187.102.8,100,3766,1,2023-06-16 16:27:29,R_2QQGSdFPE2weD1u,,,,,50.1169,8.6837,anonymous,DE,1,2,35,5,4,4,"1,2",4,1,"1,2,3",5,1,2,2,1,4,3,7,5,6,8,,2,1,6,6,1,1,5,5,6,6,6,1,1,1,1,1,1,1,1,2,2,1,1,3,1,2,2,1,1,1,1,4,2,2,2,2,1,5,2,3,4,6,,,1,,2,6,1,6,1,1,1,2,4,5,2,6,6,1,6,6,1,6,2,6,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,1,4,2,5,3,6,,,ds
2023-06-16 16:23:00,2023-06-16 16:36:44,0,79.237.15.166,100,823,1,2023-06-16 16:36:45,R_2foNONFsKdRpv9h,,,,,51.5262,6.9078,anonymous,DE,1,2,22,4,3,3,1,2,3,,1,5,2,7,2,4,5,1,6,3,8,,3,5,5,5,3,2,5,3,2,2,5,1,4,3,3,5,3,2,4,4,5,5,5,5,3,2,3,3,4,2,3,2,6,2,2,6,3,1,2,5,4,6,,,1,,5,3,5,2,3,1,4,5,3,4,3,2,4,1,4,3,5,3,4,3,4,4,5,5,5,5,3,2,3,3,4,2,3,2,6,2,2,4,3,1,2,5,4,6,,,ds
2023-06-16 17:12:41,2023-06-16 17:31:28,0,77.80.122.35,100,1126,1,2023-06-16 17:31:28,R_XZMBrWWEqVPbBvP,,,,,48.2048,16.3801,anonymous,DE,1,1,24,5,3,5,1,2,3,,2,3,2,4,3,6,7,1,5,2,8,,3,5,5,5,3,3,5,4,5,4,5,1,3,2,2,3,3,2,1,3,2,2,4,1,2,2,3,1,5,1,1,2,2,1,1,2,4,2,1,5,3,6,,,1,,6,1,5,2,1,1,4,2,5,5,3,1,2,5,1,1,5,1,4,2,3,3,3,3,4,3,2,2,5,1,6,1,2,2,2,2,2,2,4,3,1,5,2,6,,,ds
2023-06-16 15:52:21,2023-06-16 17:48:02,0,95.223.44.223,100,6940,1,2023-06-16 17:48:03,R_Rwy3mLGWIOyP4tz,,,,,50.7661,6.1395,anonymous,DE,1,1,23,5,3,3,1,3,1,3,2,2,2,6,3,1,2,7,5,4,8,,2,1,6,6,1,1,6,5,5,5,5,1,3,3,3,3,4,1,1,3,1,2,3,1,3,2,6,1,3,1,3,3,2,3,3,2,1,2,4,5,3,6,,,1,,5,2,4,2,1,1,2,4,6,3,4,3,4,4,4,3,4,3,4,5,1,3,1,1,3,1,3,2,6,1,4,1,3,3,3,3,4,3,1,2,3,5,4,6,,,aw
2023-06-16 17:35:59,2023-06-16 18:06:17,0,89.0.175.145,100,1818,1,2023-06-16 18:06:18,R_2R8qXVEr1Gr0pWU,,,,,50.9111,6.9122,anonymous,DE,1,1,54,4,5,4,1,4,1,2,1,5,,3,4,1,7,2,6,5,8,,3,5,4,3,2,1,4,,4,4,4,5,4,4,1,5,,3,4,2,3,4,2,5,4,3,5,4,5,6,1,1,2,2,2,2,4,1,2,5,3,6,,,,1,6,1,5,2,3,3,6,3,3,3,4,3,2,4,2,2,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-16 18:48:05,2023-06-16 19:10:15,0,109.43.115.83,100,1329,1,2023-06-16 19:10:16,R_1luSo33odqMS2RK,,,,,50.1101,8.6721,anonymous,DE,1,1,23,5,3,4,1,3,3,,1,4,2,1,2,6,5,4,7,3,8,,3,4,5,5,4,1,3,4,4,3,3,3,5,4,2,4,3,3,2,5,2,5,4,6,2,2,6,2,5,2,4,3,2,3,2,2,3,2,1,5,4,6,,1,,,4,4,2,4,2,2,2,4,4,4,3,5,5,3,3,4,2,5,3,4,1,3,1,2,4,5,2,2,6,2,5,2,3,2,2,2,3,2,3,2,1,5,4,6,,,lw
2023-06-16 18:55:37,2023-06-16 19:14:07,0,206.167.246.130,100,1109,1,2023-06-16 19:14:07,R_3sbnYAKwvb9cwA8,,,,,45.5178,-73.6046,anonymous,DE,1,1,21,4,3,5,1,2,2,,2,3,2,8,3,1,4,2,7,6,5,Inliner oder zu Fuß,4,4,6,6,2,2,6,6,5,4,5,1,5,2,2,2,2,3,2,4,3,4,3,5,4,3,5,3,6,2,3,2,3,4,2,6,1,3,2,5,4,6,,,,1,5,2,4,2,1,1,2,2,5,6,2,4,5,2,4,5,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,lw
2023-06-16 19:19:02,2023-06-16 19:35:14,0,95.223.45.85,100,971,1,2023-06-16 19:35:15,R_33rN40r0hDjhDyy,,,,,50.7599,6.0953,anonymous,DE,1,1,28,5,3,4,1,3,1,2,1,2,1,7,2,4,3,5,6,1,8,,3,4,4,4,3,2,4,5,5,4,4,1,2,2,2,2,5,2,3,2,3,3,4,3,4,2,5,2,4,2,3,3,2,4,3,2,3,2,1,5,4,6,,,1,,5,3,4,2,2,2,2,3,5,3,3,4,4,2,4,4,2,4,4,5,4,3,3,4,3,4,4,3,5,2,4,2,4,3,3,4,4,6,1,4,2,5,3,6,,,ds
2023-06-16 18:48:46,2023-06-16 21:19:06,0,95.222.118.104,100,9020,1,2023-06-16 21:19:07,R_sUtZBkKcALgj8MV,,,,,51.1966,6.4377,anonymous,DE,1,2,21,4,3,4,1,2,2,,1,4,2,7,1,3,4,5,2,6,8,,2,4,4,5,2,2,4,5,2,4,3,2,3,3,1,4,4,3,1,4,1,2,2,5,2,2,3,1,6,1,3,2,2,1,1,2,4,2,1,5,3,6,,1,,,5,3,3,2,2,2,3,4,5,4,3,5,4,3,4,4,3,4,3,3,2,3,1,3,2,4,3,2,2,1,6,1,3,2,3,1,2,2,4,2,1,5,3,6,,,lw
2023-06-16 19:42:44,2023-06-16 22:41:44,0,93.131.165.157,100,10740,1,2023-06-16 22:41:46,R_1lAfpVI43XmziwV,,,,,51.4444,7.0114,anonymous,DE,1,2,22,4,3,4,"1,2",3,3,,1,3,1,1,5,3,7,8,6,4,2,Trecker :),1,3,6,5,2,2,4,4,1,4,4,3,4,3,2,3,3,3,1,4,1,4,5,3,2,2,2,2,4,2,2,3,2,2,2,2,5,3,2,6,4,1,Fahrspaß und Emotionen,,,1,2,5,2,5,1,2,1,1,4,3,5,6,6,2,6,6,2,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,lw
2023-06-17 07:37:34,2023-06-17 07:53:47,0,92.194.116.122,100,972,1,2023-06-17 07:53:47,R_1gdna3dBJsp2owy,,,,,49.8473,7.5512,anonymous,DE,1,1,25,4,4,2,1,3,1,2,2,1,1,6,1,4,3,5,7,2,8,,2,4,5,3,4,1,5,4,2,2,5,1,5,2,1,4,5,2,2,3,3,4,5,5,3,1,6,2,4,2,1,4,1,2,4,1,4,1,3,5,2,6,,,1,,5,4,4,1,1,1,1,2,4,5,2,3,4,4,4,5,4,4,5,4,3,4,3,4,4,5,2,2,5,2,4,2,1,5,1,2,5,1,4,1,3,5,2,6,,,lw
2023-06-17 09:49:28,2023-06-17 10:05:04,0,178.200.142.154,100,935,1,2023-06-17 10:05:04,R_3WrMlDzxkLOAq1X,,,,,50.7745,6.0861,anonymous,DE,1,1,22,5,3,3,1,2,1,2,3,1,1,1,6,5,4,7,2,3,8,,4,5,2,4,2,2,2,2,1,1,2,5,6,4,2,5,6,3,5,4,5,5,5,6,4,3,6,2,4,2,4,6,6,3,3,3,4,1,2,5,3,6,,,1,,5,3,3,3,5,2,2,4,4,3,5,2,2,5,2,4,6,1,5,3,5,5,6,5,5,5,4,3,7,3,5,2,5,6,2,4,3,2,3,1,2,5,4,6,,,lw
2023-06-17 15:36:27,2023-06-17 15:52:50,0,86.41.197.70,100,983,1,2023-06-17 15:52:52,R_refmaCmQ2b8mSA1,,,,,53.2034,-6.0959,anonymous,DE,1,1,22,5,3,3,1,2,3,,2,2,1,7,5,6,3,2,1,4,8,E-Scooter,3,3,5,5,2,1,5,4,3,4,4,1,3,2,1,3,3,2,3,3,3,3,3,3,3,2,5,2,4,7,3,3,3,3,3,2,4,1,2,5,3,6,,1,,,5,2,5,2,1,1,2,5,4,3,5,4,4,3,4,3,3,3,3,4,2,3,2,2,2,2,3,2,3,2,4,6,3,3,3,3,3,3,4,1,2,5,3,6,,,ds
2023-06-17 16:05:04,2023-06-17 16:17:07,0,83.135.243.204,100,723,1,2023-06-17 16:17:08,R_2YERyUjiqqgMZfM,,,,,50.7793,6.2154,anonymous,DE,1,2,58,5,4,3,"1,2",4,1,2,3,1,1,1,4,5,6,7,3,2,8,,4,5,5,5,2,2,4,4,4,5,5,1,1,4,3,4,5,2,3,3,2,3,3,2,4,2,3,4,3,7,4,3,3,4,3,6,2,1,3,4,5,6,,,1,,6,4,4,2,4,2,5,3,2,3,5,1,1,5,3,2,5,1,5,5,3,3,2,3,3,2,3,3,,3,3,6,4,3,6,4,3,3,1,2,4,3,5,6,,,ds
2023-06-17 17:34:10,2023-06-17 17:51:30,0,46.114.111.248,100,1040,1,2023-06-17 17:51:31,R_27lgTajigX4jbVi,,,,,51.1966,6.4377,anonymous,DE,1,2,57,3,4,4,"1,2",4,1,2,3,2,1,2,5,3,1,7,6,8,4,,3,5,5,2,2,1,2,4,1,5,2,5,6,1,6,6,1,5,1,1,1,1,1,1,1,1,1,6,6,2,1,1,5,1,1,5,3,4,2,5,1,6,,1,,,6,1,5,6,2,4,2,4,5,1,4,3,3,2,2,5,4,2,2,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,5,1,1,5,3,2,5,1,4,6,,,ds
2023-06-17 17:58:41,2023-06-17 18:09:39,0,87.78.162.85,100,657,1,2023-06-17 18:09:40,R_3DqeDjf7TNtTTUb,,,,,50.9217,6.9951,anonymous,DE,1,2,59,4,4,4,"1,2",4,1,2,3,2,2,5,8,3,1,2,6,7,4,Zu Fuss,6,5,5,3,4,2,2,2,5,5,5,2,5,5,5,5,5,5,3,2,3,4,2,3,4,2,3,3,2,2,1,1,5,1,1,5,1,2,3,4,5,6,,,,1,6,1,6,1,1,5,1,2,3,4,3,1,1,6,1,1,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-17 18:26:06,2023-06-17 18:43:38,0,93.233.199.189,100,1052,1,2023-06-17 18:43:39,R_1Os2uzME3hFAfPq,,,,,50.7298,6.2061,anonymous,DE,1,1,23,4,4,3,1,3,1,2,2,1,1,7,3,6,4,5,1,2,8,,3,5,5,5,2,2,5,5,2,5,5,2,4,4,2,2,5,4,4,4,3,5,4,3,4,3,5,2,5,2,5,4,6,4,4,6,1,3,4,5,2,6,,,1,,5,2,4,2,2,2,2,4,4,2,5,4,4,3,4,4,3,3,4,2,5,4,6,5,4,5,5,4,6,4,5,7,5,5,4,5,5,4,1,3,5,2,4,6,,,aw
2023-06-17 20:02:49,2023-06-17 20:11:01,0,87.164.252.53,100,491,1,2023-06-17 20:11:01,R_xhYZElldh9DDKgh,,,,,50.9214,6.3637,anonymous,DE,1,1,41,5,4,3,1,4,1,4,5,1,3,7,4,3,2,1,5,6,8,,3,3,6,4,2,2,4,4,6,5,4,1,2,4,2,4,5,2,4,4,5,3,3,3,4,4,6,2,3,2,3,4,6,4,5,3,4,2,1,5,3,6,,,,1,2,4,5,2,1,1,1,3,2,4,2,4,5,3,4,5,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-17 20:53:49,2023-06-17 21:08:48,0,82.207.241.132,100,899,1,2023-06-17 21:08:49,R_1q4FnkIBF9LRQYk,,,,,49.1269,9.2286,anonymous,DE,1,1,53,5,4,4,1,4,1,2,1,3,1,6,3,1,2,4,7,5,8,,2,3,6,5,1,1,6,6,6,5,6,1,2,1,1,2,1,1,1,2,1,2,3,2,2,2,2,1,5,1,1,3,1,1,2,1,,,,,,,,,,1,6,1,6,1,1,1,1,4,4,3,4,4,4,2,5,5,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-17 20:54:05,2023-06-17 21:10:27,0,95.89.67.63,100,982,1,2023-06-17 21:10:28,R_1HnH7VgjWM7l53G,,,,,50.9777,11.031,anonymous,DE,1,1,51,4,4,2,1,4,1,2,1,2,1,2,6,5,1,4,3,7,8,,2,5,4,4,4,4,4,3,3,,3,3,4,3,1,3,2,3,4,5,3,4,4,5,5,4,5,2,2,2,3,3,3,3,3,6,4,2,1,5,3,6,,,,,4,3,3,4,3,3,3,3,4,4,4,3,4,4,4,3,3,4,4,4,3,4,5,4,4,4,4,4,5,4,4,4,4,2,3,2,5,6,3,1,2,6,4,5,,,aw
2023-06-17 21:28:37,2023-06-17 21:39:05,0,80.187.101.78,100,627,1,2023-06-17 21:39:05,R_vicnoMClpgajZfz,,,,,50.1169,8.6837,anonymous,DE,1,1,24,5,4,2,1,3,1,2,1,1,1,6,7,4,3,2,8,1,5,Zu Fuß,3,3,4,2,4,1,4,4,4,3,4,2,6,5,2,4,3,2,2,4,3,4,5,6,5,4,6,2,6,2,3,5,2,4,3,4,4,1,2,5,3,6,,,,1,6,1,6,1,1,1,2,1,3,2,3,3,5,3,5,3,5,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,ds
2023-06-17 21:15:58,2023-06-17 21:39:58,0,91.6.13.137,100,1439,1,2023-06-17 21:39:58,R_BRfnYh2Z4EVitY5,,,,,50.9434,11.7614,anonymous,DE,1,1,52,5,4,1,"1,2,3",4,1,1,3,1,3,3,4,7,5,6,1,2,8,,3,4,3,3,4,3,3,2,4,3,3,4,4,3,4,3,4,4,4,4,5,4,5,5,4,3,6,5,6,6,4,5,6,4,5,6,3,6,4,2,5,1,"Ich halte die Herstellung nicht für umweltfreundlich! ",1,,,4,4,3,3,3,3,2,2,4,4,2,4,4,3,3,3,3,4,3,3,4,4,5,4,5,4,4,3,5,5,5,4,4,5,6,4,5,6,3,6,4,2,5,1,"Herstellung ist nicht umweltfreundlich! ",,aw
